date,investor_deposit,deriv_deposit,broker_rp_balance,margin_call_unpaid,margin_call_liquidation,margin_liquidation_ratio,credit_loan_total,credit_loan_kospi,credit_loan_kosdaq,credit_short_total,credit_short_kospi,credit_short_kosdaq,subscription_loan,pledged_securities_loan,cma_rp,cma_mmf,cma_jonggeum,cma_note,cma_other,cma_balance,mmf_total,mmf_indiv,mmf_corp,mmf_other
2024-12-12,52662183,11844739,92858808,901383,3600,0.4,15163222,8921701,6241520,2349,2021,328,0,19263639,33792743,3373303,117776,20935866,28314723,86534411,190596119,17854052,172742067,0
2024-12-13,53572768,11805226,93070627,885341,5907,0.7,15249382,8967905,6281477,2337,2010,328,0,19300897,33912977,3371892,117613,20917818,28404188,86724488,190250446,17861692,172388754,0
2024-12-16,52707872,11676920,92985316,884044,2122,0.2,15361608,8983725,6377883,2337,2009,328,0,19354934,34033683,3351465,116022,21432932,28702680,87636782,190175926,17933964,172241962,0
2024-12-17,52552215,11612608,92876846,892528,3321,0.4,15480560,9041286,6439274,2337,2009,328,0,19422076,33827537,3357346,115911,20734068,28386740,86421601,189503545,17978438,171525107,0
2024-12-18,51560362,11330482,92938376,990446,3155,0.4,15690283,9166716,6523567,2336,2008,328,0,19402793,33853806,3365358,115803,20699922,28384178,86419066,190090755,18023626,172067129,0
2024-12-19,51351353,11473632,92797684,901835,5858,0.6,15867032,9291728,6575304,2330,2002,328,0,19470724,33832573,3342187,116175,20936480,28360182,86587597,189385155,18005768,171379387,0
2024-12-20,52015852,11186014,92426595,883328,6156,0.7,15818225,9227051,6591174,2330,2002,328,0,19433727,33780197,3336383,116828,20909225,28252338,86394970,183358475,18029324,165329151,0
2024-12-23,52084455,11017521,92460243,888523,5860,0.7,15926811,9329189,6597622,2328,2000,328,0,19522055,33865884,3351888,116506,21097950,28781343,87213571,178437007,18069312,160367695,0
2024-12-24,50626520,10975491,91965303,911733,6988,0.8,15865397,9325924,6539473,2326,1998,328,0,19590373,33824628,3370378,117161,20718355,28195261,86225784,177125682,18111379,159014303,0
2024-12-26,52595975,11058825,90789976,890477,3912,0.4,15732552,9228137,6504414,2325,1997,328,0,19502579,33752545,3395252,120020,20696253,27954268,85918339,174713947,18123936,156590011,0
2024-12-27,54447545,11058519,90063386,880971,3992,0.4,15819370,9253167,6566203,2306,1978,328,0,19408420,33849981,3412548,119388,20956676,28831815,87170408,170448070,18136216,152311855,0
2024-12-30,54555510,10949728,87585137,910283,8534,1.0,15824314,9238235,6586079,2306,1978,328,0,19443902,33859548,3421515,119934,21011020,28467489,86879506,167726101,18137172,149588929,0
2024-12-31,54242674,10897921,83410161,872829,0,0.0,15817022,9233106,6583917,2306,1978,328,0,19489336,33986778,3482110,120666,20992330,28263101,86844984,166959688,18180474,148779215,0
2025-01-02,57058284,10892122,90524089,892652,5390,0.6,15682329,9157739,6524590,2290,1978,313,0,19360517,33883116,3475258,120604,20983469,28715439,87177887,172506516,18201960,154304557,0
2025-01-03,54550814,11537836,92169522,873049,4339,0.5,15573950,9086402,6487547,2289,1976,313,0,19228465,33769100,3479569,120500,20919731,28586356,86875256,186912586,18280369,168632217,0
2025-01-06,53795823,11765535,92357722,859867,5540,0.6,15702169,9158732,6543437,2287,1974,312,0,19292621,33819229,3476681,121060,20915788,28487856,86820615,196428110,18313110,178114999,0
2025-01-07,52336001,11894091,92511623,839372,2700,0.3,15722877,9127923,6594953,2280,1971,309,0,19265304,33913355,3479257,121629,20951501,28729859,87195601,201388578,18347703,183040875,0
2025-01-08,51940012,11982806,92747143,895825,2025,0.2,15875647,9180615,6695032,2280,1970,309,0,19277072,33913609,3475687,121814,20887293,28545293,86943696,202342869,18380162,183962707,0
2025-01-09,52755299,11851216,93242617,922486,3574,0.4,16023716,9246064,6777652,2263,1954,309,0,19339286,33932931,3464954,122085,20924897,28406917,86851784,200067577,18399761,181667816,0
2025-01-10,52279384,11834242,93309731,906648,4841,0.5,16103352,9283924,6819428,2257,1948,309,0,19382301,34133850,3465023,121662,21048475,28317630,87086639,198920954,18400235,180520719,0
2025-01-13,53747926,12006420,93435146,886970,4634,0.5,16185153,9334350,6850803,2256,1947,309,0,19347439,34139618,3473434,121374,21087706,28480661,87302794,198989069,18423170,180565898,0
2025-01-14,53769014,11731403,93092343,896303,5945,0.7,16319765,9416909,6902855,2256,1947,309,0,19405607,33989685,3464847,121142,20709800,28099628,86385104,201036337,18446865,182589472,0
2025-01-15,52787693,11761502,92533346,912512,5059,0.6,16421466,9512084,6909382,2256,1947,309,0,19526334,33484660,3448171,119865,19714706,27222848,83990249,203366014,18423584,184942430,0
2025-01-16,51869021,11826691,92983391,893917,5548,0.6,16493331,9573337,6919994,2256,1947,309,0,19503016,33582245,3444538,118249,20043167,27635050,84823249,205801013,18426557,187374456,0
2025-01-17,51270091,11892685,93008253,896865,4944,0.6,16505549,9574819,6930729,2255,1946,309,0,19495575,33662428,3452521,118756,20173797,27938465,85345967,205161974,18495231,186666742,0
2025-01-20,53225906,11890652,93077139,886585,3962,0.4,16459176,9535325,6923851,2255,1945,309,0,19457807,33787451,3452129,118957,20401064,27820180,85579780,204719313,18516769,186202544,0
2025-01-21,52798131,11888918,93479005,897010,4649,0.5,16576883,9612611,6964273,2245,1936,309,0,19532339,34019569,3452457,120225,21072153,28396934,87061337,202719432,18524262,184195170,0
2025-01-22,52102632,11946640,90819316,898037,5935,0.7,16680980,9671522,7009458,2234,1926,308,0,20207983,32080000,3372185,117641,17344498,25115043,78029367,202818965,18510095,184308871,0
2025-01-23,52112577,12004332,90461385,892252,4593,0.5,16750402,9692008,7058394,2208,1900,308,0,20194325,31923079,3360998,117504,17340223,24585083,77326886,199905628,18331291,181574338,0
2025-01-24,54144254,11772294,93307776,872474,6008,0.7,16684449,9616470,7067979,2170,1862,308,0,19594979,34443754,3386179,122192,21266335,27741784,86960244,195564112,18284777,177279335,0
2025-01-31,55578588,11926157,92311405,886925,3057,0.4,16839177,9749706,7089470,2160,1855,305,0,19739214,34431315,3444504,121919,21809146,28185637,87992521,186898468,18537726,168360742,0
2025-02-03,58231702,12028173,92557499,869954,7399,0.8,16760700,9698159,7062541,2158,1854,305,0,19736475,34310485,3517205,121602,21601396,28397596,87948283,192736071,18515707,174220364,0
2025-02-04,57753199,11811416,92559343,909385,8488,1.0,16903481,9812658,7090823,2153,1848,305,0,19750953,34180437,3534181,121439,21195682,28427964,87459702,204271484,18561252,185710232,0
2025-02-05,53333038,11802633,92820881,990278,6476,0.7,16805748,9777558,7028190,2130,1826,304,0,19820457,34184627,3542162,120745,21172579,28478186,87498299,209908630,18583122,191325508,0
2025-02-06,54673361,11826718,93144709,945638,4095,0.4,16707656,9698274,7009382,2126,1825,301,0,19734457,34416448,3568511,121326,21531012,28552223,88189520,212041330,18597917,193443413,0
2025-02-07,52823988,11854503,93100741,899558,4472,0.5,16764741,9679071,7085670,2126,1825,301,0,19655840,34480070,3580039,121808,21513261,28784467,88479645,213563994,18622240,194941754,0
2025-02-10,53107554,11819634,92893363,882140,2940,0.3,16840047,9697606,7142441,2126,1825,301,0,19630634,34484747,3571289,121836,21471353,28440542,88089768,212036026,18638509,193397516,0
2025-02-11,53364910,11782705,93048260,891577,4880,0.6,16996929,9787129,7209800,2123,1822,301,0,19739256,34432102,3575718,122417,21151951,28059398,87341587,211751273,18664027,193087246,0
2025-02-12,52892908,11862769,92497653,927852,4560,0.5,17128833,9829573,7299260,2123,1822,301,0,19825831,33913803,3547721,121726,20144411,27057775,84785438,213173866,18641569,194532296,0
2025-02-13,53922452,11767083,92928181,929404,3929,0.4,17213172,9848546,7364626,2123,1822,301,0,19758638,34176834,3535917,121973,20240908,27240919,85316551,213790958,18605116,195185842,0
2025-02-14,54510649,11778473,92527258,932690,3730,0.4,17332547,9917520,7415027,2104,1803,301,0,19809777,33982030,3527418,120604,19785695,26782262,84198009,215596039,18601915,196994123,0
2025-02-17,53508575,11843723,92637986,902172,3557,0.4,17364181,9910257,7453924,2102,1801,301,0,19871717,34018718,3510638,120400,19825583,26727976,84203314,216647443,18599380,198048063,0
2025-02-18,53914507,11859152,93417774,891933,3788,0.4,17503973,9997489,7506484,2102,1801,301,0,19918562,34710745,3521454,121264,21083611,28084324,87521399,217908948,18610278,199298670,0
2025-02-19,55117344,12087701,93426592,891895,2958,0.3,17603974,10047493,7556481,2101,1800,301,0,19905799,34632692,3544973,121448,21009015,28114577,87422705,217533993,18677764,198856229,0
2025-02-20,54622415,12213716,93393143,891045,2270,0.3,17791501,10155673,7635829,2082,1781,301,0,19926105,34674959,3549136,121014,21067745,28131160,87544014,217283854,18640189,198643665,0
2025-02-21,54958763,12148247,93064245,897455,5152,0.6,17811023,10113861,7697162,2043,1755,288,0,19993846,34543463,3509034,119814,20076770,27245179,85494259,216542706,18696794,197845912,0
2025-02-24,54029761,12220713,92996313,936342,6918,0.8,17888934,10165093,7723842,2031,1743,288,0,20067300,34466760,3496289,118884,20018441,27035310,85135684,212188197,18772893,193415304,0
2025-02-25,54898670,12165835,93205654,918860,8550,0.9,17945977,10219147,7726829,2027,1739,288,0,20004993,34744879,3544206,118960,20522229,27564719,86494994,210814474,18633601,192180873,0
2025-02-26,54421931,12220587,93326498,911850,6141,0.7,18083895,10311218,7772676,2015,1727,288,0,20023055,34652903,3547268,119077,20623917,27661753,86604919,212210461,18646915,193563545,0
2025-02-27,55218464,12118120,93403117,912936,6872,0.8,18192707,10385323,7807384,1983,1696,287,0,20107950,34778712,3559364,119933,21132633,27822076,87412718,212251192,18613053,193638139,0
2025-02-28,56052943,12290172,93063232,904949,7762,0.9,18233130,10380302,7852828,1972,1695,277,0,20188369,34704614,3568481,120673,21498815,27588031,87480614,208635963,18581826,190054137,0
2025-03-04,57232826,11945819,93358794,903009,10934,1.2,18304523,10453130,7851394,1969,1694,275,0,20235465,34677363,3578945,121399,21504297,27851816,87733820,210575434,18568532,192006902,0
2025-03-05,53548724,11897907,92358362,936852,10509,1.2,18353700,10563162,7790538,1968,1694,275,0,20303900,34183004,3563086,121556,20492559,26993289,85353493,216097811,18643554,197454257,0
2025-03-06,52877238,11865233,92582616,917440,7176,0.8,18196932,10512408,7684523,1965,1690,275,0,20216103,34162053,3564940,121817,20449515,26971122,85269447,215840330,18652655,197187676,0
2025-03-07,51350679,11940030,92486593,888119,3970,0.4,18206048,10512298,7693750,1961,1687,275,0,20136718,33958155,3564007,121091,19711336,26854881,84209470,214692510,18671561,196020949,0
2025-03-10,53770232,11975747,92735815,895583,8370,0.9,18241209,10504529,7736680,1960,1685,275,0,20174733,34242107,3584993,119567,19993493,27230177,85170337,212063182,18668911,193394271,0
2025-03-11,53300356,12026388,92911627,883956,7103,0.8,18144678,10463440,7681238,1949,1675,275,0,20212685,34356317,3594343,119919,20245380,27249170,85565130,214467498,18716017,195751481,0
2025-03-12,52806016,11989887,92580307,895268,5325,0.6,18172788,10506064,7666724,1940,1665,275,0,20231335,34113295,3603739,119854,19715596,26878975,84431458,215172372,18766605,196405766,0
2025-03-13,52246368,11911995,93349302,908482,4038,0.5,18146713,10506329,7640383,1939,1664,275,0,20199291,34425209,3603937,121163,20479722,27742684,86372715,216917579,18779595,198137984,0
2025-03-14,51356628,11816018,93697867,893860,3550,0.4,18099015,10453373,7645642,1938,1664,275,0,20187368,34664374,3624929,122557,20845593,28173949,87431402,217579140,18866366,198712774,0
2025-03-17,51861446,11767668,93452075,908021,5852,0.7,18160400,10464216,7696183,1938,1664,275,0,20190659,34720836,3626933,122505,20954967,28177548,87602789,216463437,18887319,197576118,0
2025-03-18,50956701,11893821,93578679,891760,3469,0.4,18198104,10509310,7688794,1937,1662,275,0,20191242,34799841,3625936,120450,20979824,28404826,87930877,217753826,18916056,198837770,0
2025-03-19,51913402,11846530,93719518,904443,2990,0.3,18215689,10456380,7759309,1937,1662,275,0,20188705,34823193,3626882,120504,20890020,28319766,87780364,216784575,18925571,197859003,0
2025-03-20,52497301,11968815,93982325,917004,3853,0.4,18284161,10480543,7803618,1936,1661,275,0,20215409,34900599,3623528,121045,20928426,27914742,87488341,214567725,18960986,195606740,0
2025-03-21,53615312,11916369,94252240,918163,4271,0.5,18285672,10451212,7834460,1936,1661,275,0,20220786,35079968,3606984,121410,21106090,28214902,88129353,212898238,18982823,193915415,0
2025-03-24,53282249,11925068,94302269,937964,6551,0.7,18152379,10366091,7786289,1935,1660,275,0,20203122,35275829,3602434,122960,21179074,28261825,88442122,211462642,19031078,192431564,0
2025-03-25,55162222,11831336,94237359,930532,8593,0.9,17962715,10267447,7695268,1934,1660,275,0,20158856,35435028,3658398,123662,21181151,27999789,88398028,208799450,19034993,189764457,0
2025-03-26,55671371,11788302,93284748,903374,5740,0.6,17952563,10278840,7673723,1934,1660,275,0,20131264,34866677,3607099,122192,19392092,26713015,84701076,207003197,19023964,187979234,0
2025-03-27,54693639,11724872,92870291,922528,4071,0.5,17842252,10217637,7624615,1934,1660,275,0,20135578,34759910,3607967,122841,19382585,26610746,84484049,208019605,18976753,189042851,0
2025-03-28,56932752,11723256,93272073,896532,7591,0.8,17695083,10131656,7563427,1934,1660,275,0,19959352,35300875,3623943,124714,21056388,27630228,87736147,204620716,18959214,185661502,0
2025-03-31,58474325,11814803,90985855,893280,11505,1.3,17593874,10082573,7511301,1934,1660,275,0,20072384,35208670,3622083,125316,21135066,27195613,87286748,189065321,19017751,170047570,0
2025-04-01,59496706,11513586,93040117,909352,13936,1.6,17379043,9976634,7402408,1934,1660,274,0,20036229,35207380,3629355,124797,21016654,27699354,87677540,197005650,18985958,178019691,0
2025-04-02,54357742,11814430,93720047,933353,7113,0.8,17110247,9856385,7253862,9816,8468,1347,0,19919852,35199820,3651297,122868,20996160,27718692,87688837,209461809,19066771,190395037,0
2025-04-03,55320004,11911738,93593939,901185,6910,0.7,16972050,9785909,7186141,13372,11204,2168,0,19789585,35071813,3637430,123040,20960653,27773463,87566399,213351075,19103175,194247900,0
2025-04-04,55607731,11879668,93299830,892982,7991,0.9,17040431,9834305,7206125,14406,12175,2231,0,19906793,34926788,3614536,123013,20847012,27634175,87145524,217161615,19093877,198067738,0
2025-04-07,57843409,12628174,92805618,888967,6737,0.8,16957730,9807787,7149943,16832,14198,2634,0,19928347,34553052,3549285,122119,20784647,27685683,86694787,218176073,19008029,199168044,0
2025-04-08,55909187,12021330,93015446,913786,8029,0.9,16961627,9841672,7119956,17220,14341,2879,0,19873374,34523911,3558218,121922,20736195,27705655,86645902,219652180,18967849,200684331,0
2025-04-09,54160437,12122897,92914654,975964,16620,1.8,16790753,9793716,6997037,13490,11177,2312,0,19904375,34467772,3549849,122099,20685438,27750063,86575222,219038835,18990664,200048171,0
2025-04-10,54692394,11764113,93203734,946669,12505,1.3,16546680,9658973,6887707,17212,14344,2868,0,19780253,34494078,3548864,121695,20630568,27565244,86360449,216615310,19167902,197447408,0
2025-04-11,53618358,11558024,93653645,937048,5614,0.6,16446368,9625170,6821197,17369,14582,2787,0,19764510,34512807,3558947,121938,20599687,27743235,86536614,216982879,19171881,197810998,0
2025-04-14,54875870,11480207,93675901,895889,6017,0.6,16304549,9484851,6819697,19736,16450,3286,0,19646723,34615089,3555820,120831,20597561,27516367,86405668,218580156,19283874,199296282,0
2025-04-15,54754228,11340012,93951843,876041,3736,0.4,16576036,9681165,6894871,21147,17427,3721,0,19703320,34689782,3568036,120121,20560342,27401668,86339950,221064027,19281490,201782537,0
2025-04-16,52977268,11374824,94118744,885162,1592,0.2,16784156,9802423,6981734,23273,19052,4221,0,19701928,34707868,3573474,119980,20668940,27673896,86744157,224094569,19308300,204786270,0
2025-04-17,53633088,11358954,94311268,880177,3941,0.4,16898742,9835763,7062979,24524,20444,4081,0,19687726,34830724,3571845,119953,20711876,27668897,86903295,223532662,19318852,204213810,0
2025-04-18,53824750,11220365,94738702,890129,2700,0.3,17019019,9887019,7132000,25707,21212,4495,0,19735550,35006041,3560000,119095,20276116,27480231,86441483,223143443,19332049,203811394,0
2025-04-21,53836524,11305370,94995074,898193,4629,0.5,17074966,9930822,7144144,28996,23591,5405,0,19698559,35061477,3558188,119647,20360188,27414751,86514252,222079606,19475860,202603745,0
2025-04-22,53962600,11615670,95188447,893124,4033,0.4,17173562,9971957,7201605,30930,23876,7053,0,19705686,35398767,3590039,119836,20888080,27967012,87963734,222015118,19510491,202504627,0
2025-04-23,54397449,11679348,95175295,889585,2880,0.3,17274295,10020770,7253525,31300,24768,6531,0,19746367,35354459,3594378,121997,20832227,28005513,87908574,221914588,19566147,202348442,0
2025-04-24,54307578,11716738,94990140,886828,6071,0.7,17428186,10128336,7299850,33041,26325,6716,0,19807277,35282613,3602748,122206,20886654,27869674,87763896,220739346,19518415,201220931,0
2025-04-25,55310304,11681694,94006892,878814,4560,0.5,17392718,10077141,7315577,33410,26080,7331,0,19825918,34886233,3565274,121389,19663045,26656027,84891967,219555716,19475316,200080401,0
2025-04-28,55941685,11771744,93507552,903270,3519,0.4,17511981,10179417,7332565,35959,27078,8881,0,19950177,34549756,3554859,121007,19047946,26007377,83280946,219872522,19474974,200397548,0
2025-04-29,57561498,11686677,94076200,891385,5166,0.6,17522377,10154141,7368236,36749,27717,9032,0,22204659,35132717,3574661,122102,20163165,27432408,86425053,220367325,19451292,200916033,0
2025-04-30,57547610,11687456,94132889,922902,5782,0.6,17557971,10160895,7397076,38317,29163,9154,0,22256308,35374792,3600508,121712,21199588,27493512,87790112,213173312,19291283,193882029,0
2025-05-02,56530870,11755402,94523287,908718,8800,1.0,17532962,10161121,7371841,38244,29041,9202,0,22165994,35456586,3616108,119459,21130030,27710506,88032689,217672775,19284690,198388085,0
2025-05-07,56449422,11820892,94543301,906452,4760,0.5,17615566,10226886,7388679,39439,29957,9482,0,22178299,35517283,3614311,118588,21127214,27763235,88140631,221564493,19344010,202220484,0
2025-05-08,56436361,11682062,94690906,895259,4049,0.4,17515303,10156702,7358601,40531,31105,9427,0,22128589,35137824,3608886,118707,19959568,27051455,85876440,224204429,19365946,204838483,0
2025-05-09,54262394,11550312,94531257,911781,3771,0.4,17527903,10146178,7381725,41612,31561,10051,0,22149726,34832969,3591405,118337,19155570,26295560,83993840,227797955,19383946,208414009,0
2025-05-12,56162461,11579338,93042756,920529,4460,0.5,17662560,10247522,7415038,41563,31252,10312,0,22424700,34230517,3547288,118000,18672537,25597671,82166014,225357523,19343350,206014173,0
2025-05-13,55206493,11599087,93713346,950465,6450,0.7,17787241,10289814,7497427,42759,32398,10361,0,22356488,34376036,3550070,118681,19202001,26167003,83413791,226871007,19295492,207575514,0
2025-05-14,57471284,11674385,93733348,955356,4459,0.5,17729978,10224374,7505604,39183,28626,10557,0,22374692,34597748,3559561,117616,19177923,26550638,84003486,226432195,19365692,207066503,0
2025-05-15,56518593,11620381,93907091,918934,3816,0.4,17805327,10275507,7529819,42221,31046,11175,0,22307619,34597974,3557991,116989,19156551,26443467,83872974,230031914,19389449,210642465,0
2025-05-16,56274366,11676670,95556308,896802,8221,0.9,17780241,10236751,7543490,43659,32990,10669,0,22234241,35671217,3580253,120930,20954001,28155837,88482237,231623101,19419406,212203695,0
2025-05-19,56185030,11786016,95728409,907246,5112,0.6,17921741,10314544,7607196,43638,33033,10604,0,22293977,35768093,3622718,117139,20971350,28483961,88963261,233123828,19803946,213319882,0
2025-05-20,56545822,11719152,95622870,903737,7555,0.8,17943890,10320861,7623029,46089,35596,10493,0,22313655,35616904,3623318,116591,20414677,27607948,87379438,233611965,19820081,213791884,0
2025-05-21,56101266,11718501,95620937,912250,7933,0.9,17973528,10349223,7624305,45535,35500,10035,0,22332749,35638498,3619582,116107,20423617,27642423,87440227,233037442,19841539,213195902,0
2025-05-22,56212991,11747089,95790792,910973,4770,0.5,17976527,10383768,7592759,48112,37847,10265,0,22326673,35902762,3644564,115247,20824821,28054859,88542253,230013381,19822940,210190441,0
2025-05-23,56750014,11646014,94817312,886502,9763,1.1,17997714,10393950,7603765,50602,39922,10681,0,22318260,35127271,3608122,115097,19397744,26936448,85184680,225016910,19796339,205220570,0
2025-05-26,56756516,11686431,94673137,902323,5258,0.6,18146008,10525098,7620909,49797,38932,10865,0,22374055,34985568,3592901,116934,19352431,26759966,84807800,224239598,19756712,204482885,0
2025-05-27,57500411,11648675,95634078,904879,6093,0.7,18175374,10548986,7626388,50487,39785,10703,0,22300325,35826390,3627234,117667,20679613,28041530,88292435,224999533,19687076,205312457,0
2025-05-28,56402864,11857986,94973031,910349,4186,0.5,18163966,10538853,7625113,52007,40370,11637,0,22273517,35184446,3603866,116229,19665098,26617852,85187491,228121100,19700279,208420821,0
2025-05-29,58029086,11993650,94934890,913941,3369,0.4,18341038,10667364,7673673,53122,41618,11504,0,22327854,34990722,3602862,115957,19550781,26457115,84717438,228101709,19655113,208446596,0
2025-05-30,57297162,11973271,95181939,899053,3836,0.4,18273909,10613462,7660447,50187,38861,11325,0,22359970,35275250,3587611,117452,20229808,26812976,86023097,221227205,19126884,202100322,0
2025-06-02,60188565,11723849,95572434,887415,4651,0.5,18346307,10657652,7688655,50129,39883,10246,0,22372323,35305830,3612326,117415,20277981,26830810,86144361,222412206,19100046,203312160,0
2025-06-04,60035306,11871736,95912209,891923,6645,0.7,18514411,10792422,7721989,49492,39467,10026,0,22500665,35642807,3628082,117842,21027444,27625300,88041475,227707408,19130681,208576727,0
2025-06-05,58369719,11869645,95977265,881422,3523,0.4,18553009,10840298,7712711,49143,39884,9259,0,22424613,35665398,3659351,118602,20923796,27746880,88114027,231141155,19195699,211945456,0
2025-06-09,59660312,11912279,95980978,882463,1643,0.2,18533053,10820009,7713043,50073,41955,8118,0,22415430,35784513,3642462,118698,20855663,27833629,88234965,230244600,19235593,211009007,0
2025-06-10,62349794,11964473,96201245,885352,3218,0.4,18516888,10778179,7738709,49443,41724,7719,0,22476967,36010850,3685579,118630,20751088,27740807,88306954,226818829,19250709,207568119,0
2025-06-11,61982196,12029918,96333466,920383,3477,0.4,18724192,10946786,7777406,47874,40417,7457,0,22467106,36201082,3700177,118609,20682395,27607254,88309517,228696934,19303312,209393622,0
2025-06-12,62944457,12098138,96529702,956325,4557,0.5,18850001,11003767,7846233,49998,42496,7502,0,22552175,36254574,3691006,118227,20715494,27592575,88371876,228701252,19295321,209405931,0
2025-06-13,63819596,11919808,97019430,914363,4007,0.4,18988848,11119042,7869806,51370,43364,8007,0,22690224,36369995,3698065,118433,20808845,27998232,88993570,228445714,19298552,209147162,0
2025-06-16,64965825,11766398,96623595,925711,3703,0.4,19211834,11253046,7958788,53952,45932,8021,0,22746403,36345030,3692728,118106,20768953,27939622,88864439,227872226,19340766,208531460,0
2025-06-17,65020221,11866813,96792449,960979,5592,0.6,19385645,11371795,8013850,50407,43181,7226,0,22920010,36400509,3684670,117454,20714448,28006162,88923242,228653989,19440540,209213449,0
2025-06-18,63498938,11952293,97113097,947381,5167,0.5,19560301,11534234,8026067,51684,44394,7290,0,22872741,36562085,3696086,117034,20669235,27925674,88970114,230396445,19497538,210898907,0
2025-06-19,63604817,11985685,97504897,958242,4020,0.4,19608433,11588069,8020364,51734,44280,7454,0,22886900,36591646,3714839,116927,20658444,27915471,88997328,228045520,19537149,208508371,0
2025-06-20,64214361,11735141,97017902,942349,11154,1.2,19819766,11801082,8018685,52715,45096,7619,0,22970505,36412474,3699472,116296,19844070,27304785,87377097,227367906,19517671,207850235,0
2025-06-23,65017255,11755930,96608421,924607,5223,0.6,20096580,12022555,8074025,52562,45092,7470,0,23105439,36189832,3712515,115836,19784271,27094697,86897152,226926028,19526574,207399455,0
2025-06-24,66411445,11782451,95700981,907075,7645,0.8,20139329,12049286,8090043,52610,45168,7442,0,23203454,35767435,3682556,115222,19196324,26560215,85321753,223265682,19478614,203787068,0
2025-06-25,66676929,11904670,94923658,974240,4623,0.5,20572623,12420269,8152354,52062,44752,7310,0,23361775,35576889,3717141,115162,18942913,26580163,84932267,220077660,19428639,200649021,0
2025-06-26,69055963,11949616,95225061,985518,7166,0.7,20535166,12412998,8122168,50706,44033,6673,0,23331251,35840122,3672656,114713,19168441,26969725,85765658,216688876,19444336,197244540,0
2025-06-27,67712740,11895863,95328976,1045755,12872,1.3,20683061,12523813,8159248,49099,42781,6318,0,23379833,35972282,3705518,114671,19441588,27336092,86570150,213056940,19475844,193581095,0
2025-06-30,68972400,11832655,93212124,1043687,12807,1.2,20786831,12656094,8130737,46997,40991,6006,0,23606437,36279006,3697066,115467,20647701,27975281,88714522,200768889,19467220,181301670,0
2025-07-01,70413289,11786713,96016975,986295,12280,1.2,20879816,12760534,8119282,47023,41155,5868,0,23463750,36511366,3725715,114896,20373447,28343645,89069068,205796903,19507953,186288949,0
2025-07-02,66053345,12335319,96493777,981233,10526,1.1,20879543,12779641,8099902,48531,42303,6228,0,23336365,36518377,3736145,114816,20469543,28352775,89191657,218965179,19596243,199368935,0
2025-07-03,66285116,12397981,96656815,964050,10905,1.1,20779661,12671212,8108449,48907,42915,5992,0,23374382,36607359,3741433,114303,20607449,28359142,89429686,222087031,19652792,202434240,0
2025-07-04,65383990,12480471,95995510,961912,18192,1.9,20807425,12699280,8108145,47673,41420,6252,0,23474714,36073767,3707560,113262,19208909,27356601,86460100,223815109,19695165,204119943,0
2025-07-07,67337759,12300016,96016782,947050,7756,0.8,20798770,12679792,8118978,50220,43623,6597,0,23365149,35983898,3685450,112926,18948247,26686223,85416744,224127932,19695533,204432398,0
2025-07-08,66503811,12414746,96898057,954659,9106,1.0,20828141,12678451,8149690,48428,42253,6175,0,23381789,36565877,3687985,114706,20172212,27788212,88328992,224460843,19744340,204716503,0
2025-07-09,65195774,12529777,97243070,924175,7233,0.8,20860067,12731010,8129057,49324,42974,6350,0,23298402,36744855,3733597,114518,20298094,28343530,89234594,224981634,19845760,205135874,0
2025-07-10,65937053,12417789,97301160,873242,3497,0.4,21015000,12871177,8143822,51940,45199,6741,0,23345191,36811679,3733359,114365,20389642,28019703,89068747,223107356,19886558,203220797,0
2025-07-11,66369233,12343076,97884460,871767,2280,0.3,21266974,13088846,8178128,53358,45924,7434,0,23418376,36906158,3729223,114467,20523249,28322993,89596090,223791455,19892840,203898616,0
2025-07-14,68081493,12437008,97813470,873093,2738,0.3,21335168,13114660,8220508,52635,45963,6672,0,23474930,36843314,3708995,114044,20303564,28083005,89052922,225322405,19922034,205400371,0
2025-07-15,66852063,12507958,97354610,890639,2944,0.3,21400892,13171409,8229484,50627,43729,6897,0,23525689,36638042,3689468,114451,19632055,27630780,87704795,228833814,19941618,208892197,0
2025-07-16,65595894,12656771,96621582,897135,8890,1.0,21471790,13206751,8265039,50850,43808,7042,0,23696178,35920275,3666740,113051,18469011,26595241,84764318,231601692,19949767,211651924,0
2025-07-17,66634991,12607367,97096225,888887,4506,0.5,21588086,13277329,8310757,51460,44515,6945,0,23569524,36154619,3673364,113823,19179120,27028837,86149764,231373097,19923676,211449420,0
2025-07-18,65364424,12553016,97776010,926137,3948,0.4,21747933,13372123,8375809,51586,44127,7459,0,23513329,36731528,3691061,114236,20132376,28054869,88724069,228857068,19991296,208865772,0
2025-07-21,65265402,12552631,97293811,948105,7422,0.8,21755412,13339937,8415474,52346,45092,7255,0,23598892,36508324,3686933,114254,18945824,27329258,86584593,229913346,19990676,209922670,0
2025-07-22,65607845,12750114,97408187,917109,7509,0.8,21727258,13302983,8424275,53117,45623,7495,0,23554131,36692261,3721468,114439,19452201,28108068,88088436,230097041,20006747,210090293,0
2025-07-23,66402278,12466092,96188815,908014,4680,0.5,21724910,13274363,8450547,53015,45685,7330,0,24044845,35586266,3658225,113004,17578977,25894324,82830796,228891068,20004198,208886870,0
2025-07-24,64766556,12504714,96113950,946207,6822,0.8,21827783,13354413,8473370,51433,44299,7134,0,24121387,35534514,3660559,112445,17546316,25769626,82623460,227374353,19890613,207483740,0
