종목명,연도,분기,매출액,영업이익,영업이익률
아세아시멘트,2023,Q2,332436190556.0,46997103545.0,0.14137180271016003
아세아시멘트,2023,Q3,288432186346.0,43762602628.0,0.1517257944836395
아세아시멘트,2023,Q4,314063498115.0,40252226085.0,0.12816588469081155
아세아시멘트,2024,Q1,262809150550.0,32628220330.0,0.12415176664022744
아세아시멘트,2024,Q2,306503109264.0,56872777584.0,0.18555367258938255
아세아시멘트,2024,Q3,245985900272.0,28406530794.0,0.11548032128097323
아세아시멘트,2024,Q4,295040286914.0,22841643292.0,0.07741872654380251
아세아시멘트,2025,Q1,220455197000.0,10007123000.0,0.0453930011003551
아세아시멘트,2025,Q2,284358119000.0,40564681000.0,0.1426535002505063
아세아시멘트,2025,Q3,243810256000.0,18992398000.0,0.07789827348362244
아세아시멘트,2025,Q4,274166171000.0,7570269000.0,0.027611973324017425
아세아시멘트,2026,Q1,240591502000.0,11412292000.0,0.047434310460391906
LB세미콘,2023,Q1,94750856390.0,-5210666045.0,-0.05499333983381213
LB세미콘,2023,Q2,103279443920.0,410386733.0,0.003973556764285878
LB세미콘,2023,Q3,104583203534.0,-4659638403.0,-0.044554366719940376
LB세미콘,2023,Q4,114257031196.0,-3245115890.0,-0.028401892260207857
LB세미콘,2024,Q1,102823544846.0,-7476349970.0,-0.07271048650576495
LB세미콘,2024,Q2,123226505579.0,1257478395.0,0.010204609707071793
LB세미콘,2024,Q3,119363531947.0,-2159722221.0,-0.018093652104387827
LB세미콘,2024,Q4,105451197296.0,-10444827945.0,-0.09904892701864274
LB세미콘,2025,Q1,116812443043.0,-4009667607.0,-0.03432568913505212
LB세미콘,2025,Q2,115688096141.0,-3306404461.0,-0.02858033428927876
LB세미콘,2025,Q3,125550108569.0,-6278960546.0,-0.05001158993462121
LB세미콘,2025,Q4,121731288858.0,-26205025580.0,-0.21526943340399737
LB세미콘,2026,Q1,134251848673.0,7643230270.0,0.05693202995376826
선익시스템,2023,Q1,15192786994.0,-2552449058.0,-0.16800400472987767
선익시스템,2023,Q2,5050325377.0,-5030572233.0,-0.996088738343482
선익시스템,2023,Q3,20418914708.0,102334403.0,0.005011745455790853
선익시스템,2023,Q4,21750775349.0,3423300701.0,0.15738752509148543
선익시스템,2024,Q1,17328404380.0,-1153663944.0,-0.06657646709419647
선익시스템,2024,Q2,42593689227.0,7438877651.0,0.174647413408006
선익시스템,2024,Q3,12856464026.0,-1564210912.0,-0.12166727249706069
선익시스템,2024,Q4,40146490323.0,3185580318.0,0.07934891175717483
선익시스템,2025,Q1,15893871978.0,-1794502313.0,-0.11290529554308204
선익시스템,2025,Q2,190054705124.0,39961738195.0,0.21026439818433967
선익시스템,2025,Q3,88763491261.0,19797084035.0,0.22303183159829407
선익시스템,2025,Q4,221048965214.0,53561228179.0,0.2423048129953776
선익시스템,2026,Q1,16098564434.0,1474918893.0,0.09161803830688074
뉴로메카,2023,Q1,967960388.0,-2528818508.0,-2.6125227223657834
뉴로메카,2023,Q2,3071310772.0,-2613363503.0,-0.8508951705001867
뉴로메카,2023,Q3,3089037116.0,-3528372863.0,-1.1422241722912339
뉴로메카,2023,Q4,6614662829.0,-6154771599.0,-0.9304739724625501
뉴로메카,2024,Q1,3639055229.0,-5273171902.0,-1.4490497038840078
뉴로메카,2024,Q2,7344345495.0,-4298979685.0,-0.5853455134874479
뉴로메카,2024,Q3,6231659999.0,-5677467505.0,-0.911068239588018
뉴로메카,2024,Q4,8054344102.0,-3765386896.0,-0.4674976445400445
뉴로메카,2025,Q1,3172459792.0,-4016861472.0,-1.266166235464774
뉴로메카,2025,Q2,3439506785.0,-4163623006.0,-1.2105290863672478
뉴로메카,2025,Q3,4473538562.0,-3151962504.0,-0.7045792632199512
뉴로메카,2025,Q4,7868698066.0,-3512141566.0,-0.4463434149514106
뉴로메카,2026,Q1,2991632100.0,-4314234495.0,-1.442100616248903
