종목명,상태,공시일,매출액_당기(억원),매출액_YoY(%),매출액_흑자적자전환_YoY,영업이익_당기(억원),영업이익_YoY(%),영업이익_흑자적자전환_YoY
제일엠앤에스,no_disclosure,,,,,,,
아이로보틱스,no_disclosure,,,,,,,
쎄니트,no_disclosure,,,,,,,
모베이스,no_disclosure,,,,,,,
엑세스바이오,no_disclosure,,,,,,,
데이타솔루션,no_disclosure,,,,,,,
서산,no_disclosure,,,,,,,
인트론바이오,no_disclosure,,,,,,,
예스24,no_disclosure,,,,,,,
SBI인베스트먼트,no_disclosure,,,,,,,
라파스,no_disclosure,,,,,,,
리드코프,no_disclosure,,,,,,,
HRS,no_disclosure,,,,,,,
에코플라스틱,no_disclosure,,,,,,,
테라젠이텍스,no_disclosure,,,,,,,
엠오티,no_disclosure,,,,,,,
선바이오,no_disclosure,,,,,,,
엘앤케이바이오,no_disclosure,,,,,,,
우리넷,no_disclosure,,,,,,,
제닉스로보틱스,no_disclosure,,,,,,,
싸이토젠,no_disclosure,,,,,,,
초록뱀미디어,no_disclosure,,,,,,,
마음AI,no_disclosure,,,,,,,
포커스에이아이,no_disclosure,,,,,,,
이상네트웍스,no_disclosure,,,,,,,
동국생명과학,no_disclosure,,,,,,,
아비코전자,no_disclosure,,,,,,,
액트로,no_disclosure,,,,,,,
영화테크,no_disclosure,,,,,,,
기가레인,no_disclosure,,,,,,,
로스웰,no_disclosure,,,,,,,
한국가구,no_disclosure,,,,,,,
오파스넷,no_disclosure,,,,,,,
APS,no_disclosure,,,,,,,
서한,no_disclosure,,,,,,,
신스틸,no_disclosure,,,,,,,
한울반도체,no_disclosure,,,,,,,
서남,no_disclosure,,,,,,,
CG인바이츠,no_disclosure,,,,,,,
삐아,no_disclosure,,,,,,,
아이씨디,no_disclosure,,,,,,,
테라사이언스,no_disclosure,,,,,,,
에스넷,no_disclosure,,,,,,,
지아이에스,no_disclosure,,,,,,,
휴비츠,no_disclosure,,,,,,,
와이즈넛,no_disclosure,,,,,,,
제이스로보틱스,no_disclosure,,,,,,,
시공테크,no_disclosure,,,,,,,
에스피소프트,no_disclosure,,,,,,,
중앙에너비스,no_disclosure,,,,,,,
수젠텍,no_disclosure,,,,,,,
키스트론,no_disclosure,,,,,,,
아모센스,no_disclosure,,,,,,,
한성크린텍,no_disclosure,,,,,,,
디에스엠,no_disclosure,,,,,,,
삼현철강,no_disclosure,,,,,,,
현대공업,no_disclosure,,,,,,,
엠엑스온,no_disclosure,,,,,,,
아이디피,no_disclosure,,,,,,,
씨티씨바이오,no_disclosure,,,,,,,
탑머티리얼,no_disclosure,,,,,,,
라이온켐텍,no_disclosure,,,,,,,
세원물산,no_disclosure,,,,,,,
화일약품,no_disclosure,,,,,,,
정다운,no_disclosure,,,,,,,
엔브이에이치코리아,no_disclosure,,,,,,,
강동씨앤엘,no_disclosure,,,,,,,
싸이닉솔루션,no_disclosure,,,,,,,
포바이포,no_disclosure,,,,,,,
양지사,no_disclosure,,,,,,,
뉴프렉스,no_disclosure,,,,,,,
유니크,no_disclosure,,,,,,,
폴라리스AI파마,no_disclosure,,,,,,,
아이진,no_disclosure,,,,,,,
아미코젠,no_disclosure,,,,,,,
APS이노베이션,no_disclosure,,,,,,,
피제이전자,no_disclosure,,,,,,,
팅크웨어,no_disclosure,,,,,,,
앱튼,no_disclosure,,,,,,,
아이에스티이,no_disclosure,,,,,,,
원준,no_disclosure,,,,,,,
바이오스마트,no_disclosure,,,,,,,
자이글,no_disclosure,,,,,,,
지아이텍,no_disclosure,,,,,,,
네오리진,no_disclosure,,,,,,,
바이오에프디엔씨,no_disclosure,,,,,,,
크리스에프앤씨,no_disclosure,,,,,,,
파로스아이바이오,no_disclosure,,,,,,,
케이엔에스,no_disclosure,,,,,,,
블랙야크아이앤씨,no_disclosure,,,,,,,
아이엠티,no_disclosure,,,,,,,
비투엔,no_disclosure,,,,,,,
쿼드메디슨,no_disclosure,,,,,,,
에스와이스틸텍,no_disclosure,,,,,,,
이엠텍,no_disclosure,,,,,,,
HC보광산업,no_disclosure,,,,,,,
에이텍,no_disclosure,,,,,,,
디지틀조선,no_disclosure,,,,,,,
현대에이치티,no_disclosure,,,,,,,
SY동아,no_disclosure,,,,,,,
옵티팜,no_disclosure,,,,,,,
셀바스헬스케어,no_disclosure,,,,,,,
태웅로직스,no_disclosure,,,,,,,
피앤에스로보틱스,no_disclosure,,,,,,,
디에이테크놀로지,no_disclosure,,,,,,,
코아시아,no_disclosure,,,,,,,
한일단조,no_disclosure,,,,,,,
비트컴퓨터,no_disclosure,,,,,,,
이엔셀,no_disclosure,,,,,,,
이녹스,no_disclosure,,,,,,,
넥스트칩,no_disclosure,,,,,,,
팬젠,no_disclosure,,,,,,,
옵트론텍,no_disclosure,,,,,,,
THE E&M,no_disclosure,,,,,,,
동일금속,no_disclosure,,,,,,,
유라테크,no_disclosure,,,,,,,
센서뷰,no_disclosure,,,,,,,
대창솔루션,no_disclosure,,,,,,,
아이티센엔텍,no_disclosure,,,,,,,
큐에스아이,no_disclosure,,,,,,,
탑코미디어,no_disclosure,,,,,,,
특수건설,no_disclosure,,,,,,,
디알텍,no_disclosure,,,,,,,
신일제약,no_disclosure,,,,,,,
신신제약,no_disclosure,,,,,,,
랩지노믹스,no_disclosure,,,,,,,
센코,no_disclosure,,,,,,,
해성에어로보틱스,no_disclosure,,,,,,,
잉크테크,no_disclosure,,,,,,,
서플러스글로벌,no_disclosure,,,,,,,
TJ미디어,no_disclosure,,,,,,,
비엘팜텍,no_disclosure,,,,,,,
예림당,no_disclosure,,,,,,,
빛샘전자,no_disclosure,,,,,,,
유비벨록스,no_disclosure,,,,,,,
한국전자인증,no_disclosure,,,,,,,
인지소프트,no_disclosure,,,,,,,
흥국,no_disclosure,,,,,,,
대륙제관,no_disclosure,,,,,,,
제너셈,no_disclosure,,,,,,,
아고스,no_disclosure,,,,,,,
아우토크립트,no_disclosure,,,,,,,
푸드웰,no_disclosure,,,,,,,
케이엘넷,no_disclosure,,,,,,,
삼륭물산,no_disclosure,,,,,,,
엠엑스로보틱스,no_disclosure,,,,,,,
레뷰코퍼레이션,no_disclosure,,,,,,,
스마트레이더시스템,no_disclosure,,,,,,,
지구홀딩스,no_disclosure,,,,,,,
국순당,no_disclosure,,,,,,,
페스카로,no_disclosure,,,,,,,
앤디포스,no_disclosure,,,,,,,
지엘팜텍,no_disclosure,,,,,,,
알체라,no_disclosure,,,,,,,
웨이브일렉트로,no_disclosure,,,,,,,
해성옵틱스,no_disclosure,,,,,,,
이화공영,no_disclosure,,,,,,,
셀바이오휴먼텍,no_disclosure,,,,,,,
이오플로우,no_disclosure,,,,,,,
유니테크노,no_disclosure,,,,,,,
엔시스,no_disclosure,,,,,,,
엔비알모션,no_disclosure,,,,,,,
티에스아이,no_disclosure,,,,,,,
KNN,no_disclosure,,,,,,,
제이엔케이글로벌,no_disclosure,,,,,,,
인벤테라,no_disclosure,,,,,,,
트루엔,no_disclosure,,,,,,,
와이어블,no_disclosure,,,,,,,
고바이오랩,no_disclosure,,,,,,,
대원미디어,no_disclosure,,,,,,,
이글루,no_disclosure,,,,,,,
우리산업,no_disclosure,,,,,,,
피엠티,no_disclosure,,,,,,,
다이나믹솔루션,no_disclosure,,,,,,,
샌즈랩,no_disclosure,,,,,,,
브이원텍,no_disclosure,,,,,,,
제이투케이바이오,no_disclosure,,,,,,,
코스리거글로벌,no_disclosure,,,,,,,
엔젯,no_disclosure,,,,,,,
원일티엔아이,no_disclosure,,,,,,,
에스엠씨지,no_disclosure,,,,,,,
오픈베이스,no_disclosure,,,,,,,
코리아나,no_disclosure,,,,,,,
머큐리,no_disclosure,,,,,,,
코츠테크놀로지,no_disclosure,,,,,,,
부방,no_disclosure,,,,,,,
에이에스텍,no_disclosure,,,,,,,
내츄럴엔도텍,no_disclosure,,,,,,,
알파칩스,no_disclosure,,,,,,,
팬스타엔터프라이즈,no_disclosure,,,,,,,
나래나노텍,no_disclosure,,,,,,,
남화산업,no_disclosure,,,,,,,
원풍,no_disclosure,,,,,,,
참좋은여행,no_disclosure,,,,,,,
누리플렉스,no_disclosure,,,,,,,
에이비온,no_disclosure,,,,,,,
DGI,no_disclosure,,,,,,,
레이저쎌,no_disclosure,,,,,,,
압타머사이언스,no_disclosure,,,,,,,
퀀텀레일,no_disclosure,,,,,,,
SCL사이언스,no_disclosure,,,,,,,
알에프텍,no_disclosure,,,,,,,
덕우전자,no_disclosure,,,,,,,
디알젬,no_disclosure,,,,,,,
삼기,no_disclosure,,,,,,,
오리콤,no_disclosure,,,,,,,
오텍,no_disclosure,,,,,,,
태양,no_disclosure,,,,,,,
위츠,no_disclosure,,,,,,,
다원넥스뷰,no_disclosure,,,,,,,
휴마시스,no_disclosure,,,,,,,
애드바이오텍,no_disclosure,,,,,,,
이건홀딩스,no_disclosure,,,,,,,
한켐,no_disclosure,,,,,,,
토탈소프트,no_disclosure,,,,,,,
3S,no_disclosure,,,,,,,
수산아이앤티,no_disclosure,,,,,,,
코위버,no_disclosure,,,,,,,
한패스,no_disclosure,,,,,,,
제이씨현시스템,no_disclosure,,,,,,,
프리엠스,no_disclosure,,,,,,,
한국선재,no_disclosure,,,,,,,
성원에너텍,no_disclosure,,,,,,,
진양제약,no_disclosure,,,,,,,
소마젠,no_disclosure,,,,,,,
서울평가정보,no_disclosure,,,,,,,
동우팜투테이블,no_disclosure,,,,,,,
화성밸브,no_disclosure,,,,,,,
케이피항공산업,no_disclosure,,,,,,,
코닉오토메이션,no_disclosure,,,,,,,
에스디생명공학,no_disclosure,,,,,,,
에스씨디,no_disclosure,,,,,,,
아셈스,no_disclosure,,,,,,,
더블유에스아이,no_disclosure,,,,,,,
퓨런티어,no_disclosure,,,,,,,
오가노이드사이언스,no_disclosure,,,,,,,
HLB제넥스,no_disclosure,,,,,,,
피엔케이피부임상연구센타,no_disclosure,,,,,,,
희림,no_disclosure,,,,,,,
이닉스,no_disclosure,,,,,,,
파이오링크,no_disclosure,,,,,,,
구영테크,no_disclosure,,,,,,,
우원개발,no_disclosure,,,,,,,
드림어스컴퍼니,no_disclosure,,,,,,,
테고사이언스,no_disclosure,,,,,,,
와이엠텍,no_disclosure,,,,,,,
삼양케이씨아이,no_disclosure,,,,,,,
위지트,no_disclosure,,,,,,,
대성창투,no_disclosure,,,,,,,
알피바이오,no_disclosure,,,,,,,
엠투엔,no_disclosure,,,,,,,
에르코스,no_disclosure,,,,,,,
디와이디,no_disclosure,,,,,,,
디티씨,no_disclosure,,,,,,,
SG&G,no_disclosure,,,,,,,
남화토건,no_disclosure,,,,,,,
케이사인,no_disclosure,,,,,,,
에스피시스템스,no_disclosure,,,,,,,
푸른로보틱스,no_disclosure,,,,,,,
네오이뮨텍,no_disclosure,,,,,,,
유신,no_disclosure,,,,,,,
다보링크,no_disclosure,,,,,,,
노랑풍선,no_disclosure,,,,,,,
본느,no_disclosure,,,,,,,
러셀,no_disclosure,,,,,,,
제이엠티,no_disclosure,,,,,,,
레몬,no_disclosure,,,,,,,
홈캐스트,no_disclosure,,,,,,,
알에프세미,no_disclosure,,,,,,,
에이테크솔루션,no_disclosure,,,,,,,
세코닉스,no_disclosure,,,,,,,
지에스이,no_disclosure,,,,,,,
쎄크,no_disclosure,,,,,,,
캐프,no_disclosure,,,,,,,
에피소드컴퍼니,no_disclosure,,,,,,,
와이즈버즈,no_disclosure,,,,,,,
포니링크,no_disclosure,,,,,,,
삼익제약,no_disclosure,,,,,,,
경남스틸,no_disclosure,,,,,,,
대진첨단소재,no_disclosure,,,,,,,
HLB파나진,no_disclosure,,,,,,,
이노메트리,no_disclosure,,,,,,,
모티브링크,no_disclosure,,,,,,,
포인트엔지니어링,no_disclosure,,,,,,,
SM Life Design,no_disclosure,,,,,,,
경창산업,no_disclosure,,,,,,,
옴니시스템,no_disclosure,,,,,,,
제노레이,no_disclosure,,,,,,,
셀리드,no_disclosure,,,,,,,
인성정보,no_disclosure,,,,,,,
대모,no_disclosure,,,,,,,
CJ 바이오사이언스,no_disclosure,,,,,,,
티이엠씨씨엔에스,no_disclosure,,,,,,,
현우산업,no_disclosure,,,,,,,
삼진식품,no_disclosure,,,,,,,
노브랜드,no_disclosure,,,,,,,
동양파일,no_disclosure,,,,,,,
코어라인소프트,no_disclosure,,,,,,,
케이피엠테크,no_disclosure,,,,,,,
제이피아이헬스케어,no_disclosure,,,,,,,
코콤,no_disclosure,,,,,,,
딥노이드,no_disclosure,,,,,,,
제일테크노스,no_disclosure,,,,,,,
코스나인,no_disclosure,,,,,,,
오상자이엘,no_disclosure,,,,,,,
시큐레터,no_disclosure,,,,,,,
YW,no_disclosure,,,,,,,
큐라티스,no_disclosure,,,,,,,
우리산업홀딩스,no_disclosure,,,,,,,
에쎈테크,no_disclosure,,,,,,,
에너토크,no_disclosure,,,,,,,
아이엠비디엑스,no_disclosure,,,,,,,
아이빔테크놀로지,no_disclosure,,,,,,,
삼천리자전거,no_disclosure,,,,,,,
TPC로보틱스,no_disclosure,,,,,,,
제이스코홀딩스,no_disclosure,,,,,,,
HC홈센타,no_disclosure,,,,,,,
셀로맥스사이언스,no_disclosure,,,,,,,
비아이매트릭스,no_disclosure,,,,,,,
HB인베스트먼트,no_disclosure,,,,,,,
씨유테크,no_disclosure,,,,,,,
하이드로리튬,no_disclosure,,,,,,,
에이텍모빌리티,no_disclosure,,,,,,,
영우디에스피,no_disclosure,,,,,,,
그린생명과학,no_disclosure,,,,,,,
온코크로스,no_disclosure,,,,,,,
쎄노텍,no_disclosure,,,,,,,
벡트,no_disclosure,,,,,,,
나노실리칸첨단소재,no_disclosure,,,,,,,
아시아경제,no_disclosure,,,,,,,
시선AI,no_disclosure,,,,,,,
우리바이오,no_disclosure,,,,,,,
탑엔지니어링,no_disclosure,,,,,,,
대원,no_disclosure,,,,,,,
에이프로,no_disclosure,,,,,,,
프로이천,no_disclosure,,,,,,,
액토즈소프트,no_disclosure,,,,,,,
얼라인드,no_disclosure,,,,,,,
유티아이,no_disclosure,,,,,,,
파라택시스코리아,no_disclosure,,,,,,,
데이원컴퍼니,no_disclosure,,,,,,,
LK삼양,no_disclosure,,,,,,,
쏘닉스,no_disclosure,,,,,,,
SDN,no_disclosure,,,,,,,
에어레인,no_disclosure,,,,,,,
이지스,no_disclosure,,,,,,,
코아시아씨엠,no_disclosure,,,,,,,
오비고,no_disclosure,,,,,,,
제로투세븐,no_disclosure,,,,,,,
엑스플러스,no_disclosure,,,,,,,
앱코,no_disclosure,,,,,,,
엘엠에스,no_disclosure,,,,,,,
코리아에셋투자증권,no_disclosure,,,,,,,
원익큐브,no_disclosure,,,,,,,
이브이첨단소재,no_disclosure,,,,,,,
위너스일렉,no_disclosure,,,,,,,
사이냅소프트,no_disclosure,,,,,,,
케이씨피드,no_disclosure,,,,,,,
루멘스,no_disclosure,,,,,,,
네이블,no_disclosure,,,,,,,
엔투텍,no_disclosure,,,,,,,
오리엔트정공,no_disclosure,,,,,,,
디케이앤디,no_disclosure,,,,,,,
알트,no_disclosure,,,,,,,
동방선기,no_disclosure,,,,,,,
이루온,no_disclosure,,,,,,,
에이텀,no_disclosure,,,,,,,
포시에스,no_disclosure,,,,,,,
퀀타매트릭스,no_disclosure,,,,,,,
서린바이오,no_disclosure,,,,,,,
영림원소프트랩,no_disclosure,,,,,,,
신화인터텍,no_disclosure,,,,,,,
일신바이오,no_disclosure,,,,,,,
진바이오텍,no_disclosure,,,,,,,
상신전자,no_disclosure,,,,,,,
한국팩키지,no_disclosure,,,,,,,
린드먼아시아,no_disclosure,,,,,,,
뉴트리,no_disclosure,,,,,,,
파라텍,no_disclosure,,,,,,,
서연탑메탈,no_disclosure,,,,,,,
상지건설,no_disclosure,,,,,,,
대창스틸,no_disclosure,,,,,,,
대보마그네틱,no_disclosure,,,,,,,
미래생명자원,no_disclosure,,,,,,,
HLB펩,no_disclosure,,,,,,,
서전기전,no_disclosure,,,,,,,
제이티,no_disclosure,,,,,,,
ES큐브,no_disclosure,,,,,,,
램테크놀러지,no_disclosure,,,,,,,
일월지엠엘,no_disclosure,,,,,,,
iMBC,no_disclosure,,,,,,,
TS인베스트먼트,no_disclosure,,,,,,,
승일,no_disclosure,,,,,,,
진시스템,no_disclosure,,,,,,,
링크제니시스,no_disclosure,,,,,,,
폴라리스세원,no_disclosure,,,,,,,
위지윅스튜디오,no_disclosure,,,,,,,
인크레더블버즈,no_disclosure,,,,,,,
콜마바이오텍,no_disclosure,,,,,,,
서진오토모티브,no_disclosure,,,,,,,
삼일기업공사,no_disclosure,,,,,,,
디에이피,no_disclosure,,,,,,,
알비더블유,no_disclosure,,,,,,,
오가닉티코스메틱,no_disclosure,,,,,,,
쓰리에이로직스,no_disclosure,,,,,,,
나라엠앤디,no_disclosure,,,,,,,
원바이오젠,no_disclosure,,,,,,,
이글벳,no_disclosure,,,,,,,
효성오앤비,no_disclosure,,,,,,,
케일럼,no_disclosure,,,,,,,
젠큐릭스,no_disclosure,,,,,,,
마이크로투나노,no_disclosure,,,,,,,
한독크린텍,no_disclosure,,,,,,,
케이엠,no_disclosure,,,,,,,
엔바이오니아,no_disclosure,,,,,,,
알리코제약,no_disclosure,,,,,,,
크리스탈신소재,no_disclosure,,,,,,,
아이컴포넌트,no_disclosure,,,,,,,
고려제약,no_disclosure,,,,,,,
케이디켐,no_disclosure,,,,,,,
성우전자,no_disclosure,,,,,,,
블리츠웨이엔터테인먼트,no_disclosure,,,,,,,
보라티알,no_disclosure,,,,,,,
아티스트컴퍼니,no_disclosure,,,,,,,
덕신이피씨,no_disclosure,,,,,,,
유에스티,no_disclosure,,,,,,,
DH오토리드,no_disclosure,,,,,,,
이엠넷,no_disclosure,,,,,,,
비트플래닛,no_disclosure,,,,,,,
아세아텍,no_disclosure,,,,,,,
신테카바이오,no_disclosure,,,,,,,
백금T&A,no_disclosure,,,,,,,
에프엔씨엔터,no_disclosure,,,,,,,
동일기연,no_disclosure,,,,,,,
서암기계공업,no_disclosure,,,,,,,
토마토시스템,no_disclosure,,,,,,,
씨앤투스,no_disclosure,,,,,,,
폴라리스AI핸디,no_disclosure,,,,,,,
알엔티엑스,no_disclosure,,,,,,,
SGA솔루션즈,no_disclosure,,,,,,,
한네트,no_disclosure,,,,,,,
YBM넷,no_disclosure,,,,,,,
HLB바이오스텝,no_disclosure,,,,,,,
지슨,no_disclosure,,,,,,,
자연과환경,no_disclosure,,,,,,,
스튜디오미르,no_disclosure,,,,,,,
삼화네트웍스,no_disclosure,,,,,,,
하이즈항공,no_disclosure,,,,,,,
바이오톡스텍,no_disclosure,,,,,,,
카이노스메드,no_disclosure,,,,,,,
레이저옵텍,no_disclosure,,,,,,,
씨큐브,no_disclosure,,,,,,,
화인써키트,no_disclosure,,,,,,,
포톤,no_disclosure,,,,,,,
오공,no_disclosure,,,,,,,
셀피글로벌,no_disclosure,,,,,,,
휴림에이텍,no_disclosure,,,,,,,
이노인스트루먼트,no_disclosure,,,,,,,
인지디스플레,no_disclosure,,,,,,,
와이엠,no_disclosure,,,,,,,
유틸렉스,no_disclosure,,,,,,,
하스,no_disclosure,,,,,,,
모헨즈,no_disclosure,,,,,,,
민테크,no_disclosure,,,,,,,
광진실업,no_disclosure,,,,,,,
그리티,no_disclosure,,,,,,,
케어랩스,no_disclosure,,,,,,,
그린플러스,no_disclosure,,,,,,,
마이크로디지탈,no_disclosure,,,,,,,
플랜티넷,no_disclosure,,,,,,,
휴엠앤씨,no_disclosure,,,,,,,
에이치와이티씨,no_disclosure,,,,,,,
아이비젼웍스,no_disclosure,,,,,,,
피엔에이치테크,no_disclosure,,,,,,,
KB오토시스,no_disclosure,,,,,,,
와이랩,no_disclosure,,,,,,,
오디텍,no_disclosure,,,,,,,
코셈,no_disclosure,,,,,,,
티케이지애강,no_disclosure,,,,,,,
넥스턴앤롤코리아,no_disclosure,,,,,,,
다산디엠씨,no_disclosure,,,,,,,
오브젠,no_disclosure,,,,,,,
캐스텍코리아,no_disclosure,,,,,,,
하이딥,no_disclosure,,,,,,,
유니온바이오메트릭스,no_disclosure,,,,,,,
산돌,no_disclosure,,,,,,,
기산텔레콤,no_disclosure,,,,,,,
오스템,no_disclosure,,,,,,,
DH오토웨어,no_disclosure,,,,,,,
에코글로우,no_disclosure,,,,,,,
테크엘,no_disclosure,,,,,,,
비씨월드제약,no_disclosure,,,,,,,
한국큐빅,no_disclosure,,,,,,,
에이아이코리아,no_disclosure,,,,,,,
브리지텍,no_disclosure,,,,,,,
픽셀플러스,no_disclosure,,,,,,,
지에프씨생명과학,no_disclosure,,,,,,,
미트박스,no_disclosure,,,,,,,
비비씨,no_disclosure,,,,,,,
팬엔터테인먼트,no_disclosure,,,,,,,
체리부로,no_disclosure,,,,,,,
대신정보통신,no_disclosure,,,,,,,
노을,no_disclosure,,,,,,,
에코캡,no_disclosure,,,,,,,
메가엠디,no_disclosure,,,,,,,
미스터블루,no_disclosure,,,,,,,
정원엔시스,no_disclosure,,,,,,,
크라우드웍스,no_disclosure,,,,,,,
케이씨티,no_disclosure,,,,,,,
베노티앤알,no_disclosure,,,,,,,
솔디펜스,no_disclosure,,,,,,,
큐캐피탈,no_disclosure,,,,,,,
에스팀,no_disclosure,,,,,,,
경남제약,no_disclosure,,,,,,,
인포뱅크,no_disclosure,,,,,,,
트윔,no_disclosure,,,,,,,
세종메디칼,no_disclosure,,,,,,,
에스코넥,no_disclosure,,,,,,,
닷밀,no_disclosure,,,,,,,
제이엔비,no_disclosure,,,,,,,
엣지파운드리,no_disclosure,,,,,,,
와토스코리아,no_disclosure,,,,,,,
서울전자통신,no_disclosure,,,,,,,
아이퀘스트,no_disclosure,,,,,,,
멤레이비티,no_disclosure,,,,,,,
포인트모바일,no_disclosure,,,,,,,
뉴키즈온,no_disclosure,,,,,,,
뉴온,no_disclosure,,,,,,,
원일특강,no_disclosure,,,,,,,
캡스톤파트너스,no_disclosure,,,,,,,
모비릭스,no_disclosure,,,,,,,
유라클,no_disclosure,,,,,,,
진매트릭스,no_disclosure,,,,,,,
에스엘에스바이오,no_disclosure,,,,,,,
LSK아이로봇,no_disclosure,,,,,,,
프리시젼바이오,no_disclosure,,,,,,,
티비씨,no_disclosure,,,,,,,
M83,no_disclosure,,,,,,,
NE능률,no_disclosure,,,,,,,
에스에이티,no_disclosure,,,,,,,
좋은사람들,no_disclosure,,,,,,,
네오크레마,no_disclosure,,,,,,,
NEW,no_disclosure,,,,,,,
동국알앤에스,no_disclosure,,,,,,,
포메탈,no_disclosure,,,,,,,
시큐브,no_disclosure,,,,,,,
티디에스팜,no_disclosure,,,,,,,
파인디지털,no_disclosure,,,,,,,
원티드랩,no_disclosure,,,,,,,
심플랫폼,no_disclosure,,,,,,,
모니터랩,no_disclosure,,,,,,,
파인테크닉스,no_disclosure,,,,,,,
우양,no_disclosure,,,,,,,
팸텍,no_disclosure,,,,,,,
에이치엘사이언스,no_disclosure,,,,,,,
이삭엔지니어링,no_disclosure,,,,,,,
엔텔스,no_disclosure,,,,,,,
아이즈비전,no_disclosure,,,,,,,
시그네틱스,no_disclosure,,,,,,,
한창산업,no_disclosure,,,,,,,
꿈비,no_disclosure,,,,,,,
팜스빌,no_disclosure,,,,,,,
빌리언스,no_disclosure,,,,,,,
웰크론,no_disclosure,,,,,,,
청보,no_disclosure,,,,,,,
자비스,no_disclosure,,,,,,,
신화콘텍,no_disclosure,,,,,,,
제이에스티나,no_disclosure,,,,,,,
에스프리즘,no_disclosure,,,,,,,
싸이버원,no_disclosure,,,,,,,
티에스넥스젠,no_disclosure,,,,,,,
브레인즈컴퍼니,no_disclosure,,,,,,,
웨이버스,no_disclosure,,,,,,,
비큐AI,no_disclosure,,,,,,,
소노스퀘어,no_disclosure,,,,,,,
더라미,no_disclosure,,,,,,,
덱스터,no_disclosure,,,,,,,
세니젠,no_disclosure,,,,,,,
파인메딕스,no_disclosure,,,,,,,
마니커에프앤지,no_disclosure,,,,,,,
카스,no_disclosure,,,,,,,
한울앤제주,no_disclosure,,,,,,,
디지캡,no_disclosure,,,,,,,
신원종합개발,no_disclosure,,,,,,,
케이웨더,no_disclosure,,,,,,,
파버나인,no_disclosure,,,,,,,
손오공,no_disclosure,,,,,,,
피코그램,no_disclosure,,,,,,,
아틀라스링크,no_disclosure,,,,,,,
엠아이큐브솔루션,no_disclosure,,,,,,,
넥사다이내믹스,no_disclosure,,,,,,,
아이티센피엔에스,no_disclosure,,,,,,,
무림SP,no_disclosure,,,,,,,
힘스,no_disclosure,,,,,,,
에스에너지,no_disclosure,,,,,,,
삼진,no_disclosure,,,,,,,
케이바이오랩스,no_disclosure,,,,,,,
GH신소재,no_disclosure,,,,,,,
한주라이트메탈,no_disclosure,,,,,,,
폴라리스우노,no_disclosure,,,,,,,
바이브컴퍼니,no_disclosure,,,,,,,
EG,no_disclosure,,,,,,,
인콘,no_disclosure,,,,,,,
뱅크웨어글로벌,no_disclosure,,,,,,,
신진에스엠,no_disclosure,,,,,,,
에스켐,no_disclosure,,,,,,,
위즈코프,no_disclosure,,,,,,,
뷰티스킨,no_disclosure,,,,,,,
에프알텍,no_disclosure,,,,,,,
아이에이,no_disclosure,,,,,,,
인스웨이브,no_disclosure,,,,,,,
글로벌에스엠,no_disclosure,,,,,,,
신도기연,no_disclosure,,,,,,,
플래티어,no_disclosure,,,,,,,
풍강,no_disclosure,,,,,,,
피씨디렉트,no_disclosure,,,,,,,
애드포러스,no_disclosure,,,,,,,
디모아,no_disclosure,,,,,,,
티사이언티픽,no_disclosure,,,,,,,
자이언트스텝,no_disclosure,,,,,,,
누리플랜,no_disclosure,,,,,,,
보원케미칼,no_disclosure,,,,,,,
KBG,no_disclosure,,,,,,,
엔피,no_disclosure,,,,,,,
휴네시온,no_disclosure,,,,,,,
코디,no_disclosure,,,,,,,
한싹,no_disclosure,,,,,,,
대산F&B,no_disclosure,,,,,,,
컬러레이,no_disclosure,,,,,,,
한국정보공학,no_disclosure,,,,,,,
케이지에이,no_disclosure,,,,,,,
성우테크론,no_disclosure,,,,,,,
메이슨캐피탈,no_disclosure,,,,,,,
알엔투테크놀로지,no_disclosure,,,,,,,
제놀루션,no_disclosure,,,,,,,
에스디시스템,no_disclosure,,,,,,,
한빛소프트,no_disclosure,,,,,,,
멕아이씨에스,no_disclosure,,,,,,,
에코심플렉스,no_disclosure,,,,,,,
앱토크롬,no_disclosure,,,,,,,
대동스틸,no_disclosure,,,,,,,
엑사이엔씨,no_disclosure,,,,,,,
아이언디바이스,no_disclosure,,,,,,,
이노테나,no_disclosure,,,,,,,
에스지헬스케어,no_disclosure,,,,,,,
이스트에이드,no_disclosure,,,,,,,
이퓨쳐,no_disclosure,,,,,,,
모아데이타,no_disclosure,,,,,,,
피앤씨테크,no_disclosure,,,,,,,
율촌,no_disclosure,,,,,,,
풍전약품,no_disclosure,,,,,,,
디티앤씨,no_disclosure,,,,,,,
피엔티엠에스,no_disclosure,,,,,,,
알톤,no_disclosure,,,,,,,
아티스트스튜디오,no_disclosure,,,,,,,
라메디텍,no_disclosure,,,,,,,
아이지넷,no_disclosure,,,,,,,
대한과학,no_disclosure,,,,,,,
에코볼트,no_disclosure,,,,,,,
GMI벤처,no_disclosure,,,,,,,
엠젠솔루션,no_disclosure,,,,,,,
아이씨에이치,no_disclosure,,,,,,,
세동,no_disclosure,,,,,,,
에이치케이,no_disclosure,,,,,,,
소프트캠프,no_disclosure,,,,,,,
비트맥스,no_disclosure,,,,,,,
모아텍,no_disclosure,,,,,,,
알티캐스트,no_disclosure,,,,,,,
대성미생물,no_disclosure,,,,,,,
아즈텍WB,no_disclosure,,,,,,,
S&K폴리텍,no_disclosure,,,,,,,
디티앤씨알오,no_disclosure,,,,,,,
동양에스텍,no_disclosure,,,,,,,
